id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:feature_state,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:area,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fwhm,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:mz,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:height,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:charge,datafile:20250402_PMA_tp24_solanum_mapp_bk_pre_01.mzML:isotopes
80,2.819E5,3.3491,682.40405,682.40485,3.323,3.3927,682.40428,6.602E5,1.148E7,1.148E7,2,,DETECTED,2.819E5,3.3491,682.40405,682.40485,0.024,3.323,3.3927,682.40428,6.602E5,1.148E7,1.5573,1.4948,1.148E7,2,-0.0123,,
81,8.191E4,3.3577,180.15965,180.15976,3.3053,3.384,180.15972,6.693E5,1.548E6,1.548E6,2,,DETECTED,8.191E4,3.3577,180.15965,180.15976,0.0593,3.3053,3.384,180.15972,6.693E5,1.548E6,0.5019,0.7509,1.548E6,2,-0.0297,,
82,9.715E4,3.6039,155.04692,155.04704,3.5692,3.6475,155.04696,5.36E5,2.343E6,2.343E6,1,,DETECTED,9.715E4,3.6039,155.04692,155.04704,0.0425,3.5692,3.6475,155.04696,5.36E5,2.343E6,1.2548,1.1274,2.343E6,1,-0.0122,,
83,1.091E6,3.6039,183.07825,183.07854,3.5424,3.9291,183.07831,5.109E5,1.78E7,1.78E7,6,,DETECTED,1.091E6,3.6039,183.07825,183.07854,0.042,3.5424,3.9291,183.07831,5.109E5,1.78E7,1.892,2.3875,1.78E7,6,-0.0386,,
84,9.553E4,3.7624,162.99843,162.99855,3.7272,3.7888,162.99849,1.014E6,2.42E6,2.42E6,2,,DETECTED,9.553E4,3.7624,162.99843,162.99855,0.0443,3.7272,3.7888,162.99849,1.014E6,2.42E6,0.7507,0.8754,2.42E6,2,-0.0223,,
85,5.204E4,3.78,149.06001,149.06012,3.7537,3.8151,149.06008,5.912E5,1.475E6,1.475E6,1,,DETECTED,5.204E4,3.78,149.06001,149.06012,0.0376,3.7537,3.8151,149.06008,5.912E5,1.475E6,1.335,1.1675,1.475E6,1,0.0039,,
86,1.052E5,3.78,233.07869,233.07877,3.7537,3.8238,233.07872,5.794E5,3.118E6,3.118E6,1,,DETECTED,1.052E5,3.78,233.07869,233.07877,0.0325,3.7537,3.8238,233.07872,5.794E5,3.118E6,1.6081,1.334,3.118E6,1,-0.0049,,
87,1.897E5,3.9029,241.20364,241.20384,3.8766,3.9998,241.20379,5.119E5,3.031E6,3.031E6,2,,DETECTED,1.897E5,3.9029,241.20364,241.20384,0.0555,3.8766,3.9998,241.20379,5.119E5,3.031E6,6.2907,2.3428,3.031E6,2,-0.0114,,
88,1.516E5,3.9291,258.98334,258.98349,3.8941,3.982,258.98344,6.477E5,3.989E6,3.989E6,2,,DETECTED,1.516E5,3.9291,258.98334,258.98349,0.0321,3.8941,3.982,258.98344,6.477E5,3.989E6,2.2467,1.2545,3.989E6,2,-0.0135,,
89,1.663E5,3.9998,548.34589,548.34662,3.9732,4.0355,548.34607,7.883E5,6.555E6,6.555E6,2,,DETECTED,1.663E5,3.9998,548.34589,548.34662,0.0254,3.9732,4.0355,548.34607,7.883E5,6.555E6,1.5199,1.173,6.555E6,2,-0.0116,,
90,1.545E5,4.062,592.37201,592.37268,4.0355,4.097,592.37222,7.566E5,6.051E6,6.051E6,1,,DETECTED,1.545E5,4.062,592.37201,592.37268,0.0258,4.0355,4.097,592.37222,7.566E5,6.051E6,1.4855,1.1596,6.051E6,1,-0.0136,,
91,1.461E6,4.1053,342.26379,342.26422,4.0708,4.2903,342.26387,6.038E5,4.747E7,4.747E7,4,1,DETECTED,1.461E6,4.1053,342.26379,342.26422,0.0258,4.0708,4.2903,342.26387,6.038E5,4.747E7,1.9428,1.4762,4.747E7,4,-0.013,1,2
93,2.751E5,4.1662,162.99831,162.99849,4.0445,4.1927,162.99842,9.392E5,2.666E6,2.666E6,4,,DETECTED,2.751E5,4.1662,162.99831,162.99849,0.1259,4.0445,4.1927,162.99842,9.392E5,2.666E6,0.2177,0.6089,2.666E6,4,-0.1167,,
94,3.252E5,4.1662,190.99319,190.99338,4.0445,4.1927,190.99329,1.131E6,3.065E6,3.065E6,4,,DETECTED,3.252E5,4.1662,190.99319,190.99338,0.1268,4.0445,4.1927,190.99329,1.131E6,3.065E6,0.2177,0.6089,3.065E6,4,-0.1189,,
95,1.998E5,4.3435,216.19609,216.19623,4.3172,4.3879,216.19614,7.242E5,6.947E6,6.947E6,2,,DETECTED,1.998E5,4.3435,216.19609,216.19623,0.0272,4.3172,4.3879,216.19614,7.242E5,6.947E6,1.9719,1.3416,6.947E6,2,-0.0125,,
96,2.761E5,4.5837,191.16438,191.16451,4.5484,4.7067,191.16443,5.019E5,6.349E6,6.349E6,2,,DETECTED,2.761E5,4.5837,191.16438,191.16451,0.0313,4.5484,4.7067,191.16443,5.019E5,6.349E6,2.7608,2.7638,6.349E6,2,-0.0137,,
97,3.082E5,4.5837,213.14632,213.14647,4.5484,4.7152,213.14637,5.116E5,7.175E6,7.175E6,2,,DETECTED,3.082E5,4.5837,213.14632,213.14647,0.0314,4.5484,4.7152,213.14637,5.116E5,7.175E6,2.3464,3.6811,7.175E6,2,-0.0202,,
98,5.905E4,4.6011,209.15382,209.15424,4.5749,4.6365,209.15385,5.003E5,1.939E6,1.939E6,1,,DETECTED,5.905E4,4.6011,209.15382,209.15424,0.0302,4.5749,4.6365,209.15385,5.003E5,1.939E6,1.3496,1.1748,1.939E6,1,-0.0048,,
99,2.899E5,4.7152,226.1803,226.18046,4.6893,4.7762,226.18032,5.364E5,1.012E7,1.012E7,2,,DETECTED,2.899E5,4.7152,226.1803,226.18046,0.026,4.6893,4.7762,226.18032,5.364E5,1.012E7,1.8278,1.6044,1.012E7,2,-0.0133,,
100,2.222E5,4.7152,244.19089,244.19102,4.6893,4.7586,244.19094,8.089E5,7.948E6,7.948E6,2,,DETECTED,2.222E5,4.7152,244.19089,244.19102,0.0266,4.6893,4.7586,244.19094,8.089E5,7.948E6,1.8579,1.3367,7.948E6,2,-0.0121,,
101,6.398E5,4.7237,214.1803,214.18045,4.5924,4.8566,214.18034,6.111E5,5.14E6,5.14E6,6,,DETECTED,6.398E5,4.7237,214.1803,214.18045,0.1155,4.5924,4.8566,214.18034,6.111E5,5.14E6,1.0316,1.0067,5.14E6,6,-0.0997,,
102,1.234E5,4.7237,236.16199,236.16219,4.6453,4.7852,236.16211,5.072E5,1.443E6,1.443E6,2,,DETECTED,1.234E5,4.7237,236.16199,236.16219,0.1017,4.6453,4.7852,236.16211,5.072E5,1.443E6,0.7853,0.8927,1.443E6,2,-0.0458,,
103,1.635E5,4.7237,436.25418,436.25464,4.698,4.7586,436.25434,9.035E5,6.245E6,6.245E6,1,,DETECTED,1.635E5,4.7237,436.25418,436.25464,0.0251,4.698,4.7586,436.25434,9.035E5,6.245E6,1.6655,1.1813,6.245E6,1,-0.0046,,
104,9.684E4,4.7237,441.20972,441.21008,4.698,4.7586,441.20983,5.203E5,3.763E6,3.763E6,1,,DETECTED,9.684E4,4.7237,441.20972,441.21008,0.0247,4.698,4.7586,441.20983,5.203E5,3.763E6,1.6346,1.1813,3.763E6,1,-0.0034,,
105,7.224E4,4.7762,261.10995,261.11002,4.7322,4.8121,261.10999,5.002E5,1.319E6,1.319E6,1,,DETECTED,7.224E4,4.7762,261.10995,261.11002,0.06,4.7322,4.8121,261.10999,5.002E5,1.319E6,0.8134,0.9067,1.319E6,1,-0.0126,,
106,1.432E5,4.8924,261.10992,261.11017,4.8477,4.9457,261.11,5.007E5,3.567E6,3.567E6,2,,DETECTED,1.432E5,4.8924,261.10992,261.11017,0.0359,4.8477,4.9457,261.11,5.007E5,3.567E6,1.1339,1.097,3.567E6,2,-0.014,,
107,1.374E5,5.1576,198.18558,198.18565,5.1227,5.201,198.1856,6.264E5,4.098E6,4.098E6,1,,DETECTED,1.374E5,5.1576,198.18558,198.18565,0.0294,5.1227,5.201,198.1856,6.264E5,4.098E6,1.4257,1.1235,4.098E6,1,-0.0135,,
108,1.17E6,5.2516,158.15416,158.15442,5.2096,5.4063,158.15421,7.637E5,2.661E7,2.661E7,5,1,DETECTED,1.17E6,5.2516,158.15416,158.15442,0.0302,5.2096,5.4063,158.15421,7.637E5,2.661E7,3.2326,2.86,2.661E7,5,-0.02,1,2
110,2.699E5,5.2516,175.14836,175.14854,5.1489,5.3536,175.14843,5.026E5,2.232E6,2.232E6,3,,DETECTED,2.699E5,5.2516,175.14836,175.14854,0.1221,5.1489,5.3536,175.14843,5.026E5,2.232E6,0.9929,0.9965,2.232E6,3,-0.0444,,
111,3.289E5,5.2516,193.15892,193.15918,5.1402,5.3623,193.15901,5.264E5,2.649E6,2.649E6,4,,DETECTED,3.289E5,5.2516,193.15892,193.15918,0.1183,5.1402,5.3623,193.15901,5.264E5,2.649E6,1.0455,0.9971,2.649E6,4,-0.0617,,
112,6.9E6,5.2516,228.19592,228.19763,5.0696,5.6889,228.19606,9.311E5,4.5E7,4.5E7,14,1,DETECTED,6.9E6,5.2516,228.19592,228.19763,0.1237,5.0696,5.6889,228.19606,9.311E5,4.5E7,1.1126,1.5371,4.5E7,14,-0.1692,1,2
114,1.843E6,5.2516,250.17784,250.17823,5.0963,5.5727,250.17792,5.02E5,1.34E7,1.34E7,7,1,DETECTED,1.843E6,5.2516,250.17784,250.17823,0.1146,5.0963,5.5727,250.17792,5.02E5,1.34E7,1.3349,1.3382,1.34E7,7,-0.1403,1,2
116,1.562E5,5.2516,266.15186,266.15204,5.175,5.3362,266.15193,5.212E5,1.429E6,1.429E6,1,,DETECTED,1.562E5,5.2516,266.15186,266.15204,0.1196,5.175,5.3362,266.15193,5.212E5,1.429E6,1.1053,1.0526,1.429E6,1,-0.0022,,
117,7.174E5,5.2516,273.25363,273.25391,5.1139,5.3976,273.25371,5.353E5,5.449E6,5.449E6,6,,DETECTED,7.174E5,5.2516,273.25363,273.25391,0.1174,5.1139,5.3976,273.25371,5.353E5,5.449E6,1.0115,1.0359,5.449E6,6,-0.1052,,
118,3.957E5,5.2599,211.16939,211.16959,5.1402,5.3712,211.16947,5.279E5,3.073E6,3.073E6,4,,DETECTED,3.957E5,5.2599,211.16939,211.16959,0.1295,5.1402,5.3712,211.16947,5.279E5,3.073E6,1.2213,0.9648,3.073E6,4,-0.0787,,
119,3.098E5,5.2599,229.18027,229.18048,5.1489,5.3536,229.18035,5.584E5,2.557E6,2.557E6,4,,DETECTED,3.098E5,5.2599,229.18027,229.18048,0.1197,5.1489,5.3536,229.18035,5.584E5,2.557E6,0.8439,0.9219,2.557E6,4,-0.0613,,
120,1.471E5,5.285,223.1331,223.13324,5.2599,5.3276,223.13314,7.128E5,4.342E6,4.342E6,1,,DETECTED,1.471E5,5.285,223.1331,223.13324,0.0332,5.2599,5.3276,223.13314,7.128E5,4.342E6,1.7174,1.349,4.342E6,1,-0.0045,,
121,7.175E4,5.3103,249.20624,249.2063,5.2766,5.3449,249.20626,5.202E5,1.844E6,1.844E6,1,,DETECTED,7.175E4,5.3103,249.20624,249.2063,0.0383,5.2766,5.3449,249.20626,5.202E5,1.844E6,1.0249,1.0124,1.844E6,1,-0.0119,,
122,9.194E4,5.3976,429.24866,429.2489,5.3712,5.4325,429.24871,5.082E5,3.049E6,3.049E6,1,,DETECTED,9.194E4,5.3976,429.24866,429.2489,0.0288,5.3712,5.4325,429.24871,5.082E5,3.049E6,1.1023,1.1614,3.049E6,1,-0.0049,,
123,1.432E5,5.4325,240.19592,240.19606,5.4063,5.4762,240.19596,6.543E5,4.59E6,4.59E6,1,,DETECTED,1.432E5,5.4325,240.19592,240.19606,0.0295,5.4063,5.4762,240.19596,6.543E5,4.59E6,2.0935,1.3348,4.59E6,1,-0.0048,,
124,2.561E5,5.4499,269.21121,269.2121,5.4151,5.5457,269.21129,5.831E5,3.113E6,3.113E6,3,,DETECTED,2.561E5,5.4499,269.21121,269.2121,0.0935,5.4151,5.5457,269.21129,5.831E5,3.113E6,3.3736,1.8776,3.113E6,3,-0.0048,,
125,1.18E5,5.485,265.10486,265.10495,5.4586,5.5281,265.10489,6.268E5,3.399E6,3.399E6,1,,DETECTED,1.18E5,5.485,265.10486,265.10495,0.0322,5.4586,5.5281,265.10489,6.268E5,3.399E6,1.5915,1.317,3.399E6,1,-0.0049,,
126,8.351E4,5.5023,251.20068,251.20113,5.4325,5.5369,251.20077,5.936E5,1.21E6,1.21E6,0,,DETECTED,8.351E4,5.5023,251.20068,251.20113,0.0862,5.4325,5.5369,251.20077,5.936E5,1.21E6,0.4956,0.7478,1.21E6,,,,
127,1.931E5,5.5023,348.20172,348.20214,5.4762,5.5727,348.20182,5.164E5,4.963E6,4.963E6,2,,DETECTED,1.931E5,5.5023,348.20172,348.20214,0.033,5.4762,5.5727,348.20182,5.164E5,4.963E6,2.4455,1.8491,4.963E6,2,-0.0123,,
128,4.778E5,5.5195,304.17557,304.17767,5.485,5.6261,304.17579,5.289E5,1.292E7,1.292E7,3,,DETECTED,4.778E5,5.5195,304.17557,304.17767,0.0299,5.485,5.6261,304.17579,5.289E5,1.292E7,1.6963,1.9264,1.292E7,3,-0.0196,,
129,2.258E5,5.5195,309.13092,309.1312,5.485,5.5727,309.13102,5.755E5,6.916E6,6.916E6,2,,DETECTED,2.258E5,5.5195,309.13092,309.1312,0.0286,5.485,5.5727,309.13102,5.755E5,6.916E6,1.6082,1.4226,6.916E6,2,-0.0133,,
130,7.381E4,5.5816,269.21124,269.21304,5.5546,5.6261,269.21259,5.272E5,1.873E6,1.873E6,1,,DETECTED,7.381E4,5.5816,269.21124,269.21304,0.0384,5.5546,5.6261,269.21259,5.272E5,1.873E6,1.6477,1.3238,1.873E6,1,-0.005,,
131,6.192E4,5.6889,149.02397,149.02472,5.6619,5.7246,149.0246,5.433E5,1.756E6,1.756E6,1,,DETECTED,6.192E4,5.6889,149.02397,149.02472,0.0363,5.6619,5.7246,149.0246,5.433E5,1.756E6,1.3211,1.1605,1.756E6,1,0.0206,,
132,1.099E5,5.7423,274.27554,274.27573,5.7157,5.7776,274.27562,5.115E5,3.678E6,3.678E6,1,,DETECTED,1.099E5,5.7423,274.27554,274.27573,0.0282,5.7157,5.7776,274.27562,5.115E5,3.678E6,1.0932,1.1621,3.678E6,1,-0.0139,,
133,1.286E5,5.9285,254.21294,254.21312,5.902,5.964,254.21298,8.604E5,4.143E6,4.143E6,2,,DETECTED,1.286E5,5.9285,254.21294,254.21312,0.0292,5.902,5.964,254.21298,8.604E5,4.143E6,1.3402,1.1701,4.143E6,2,-0.0125,,
135,1.485E5,5.9988,209.11829,209.11868,5.964,6.0429,209.11855,5.22E5,4.262E6,4.262E6,2,,DETECTED,1.485E5,5.9988,209.11829,209.11868,0.0308,5.964,6.0429,209.11855,5.22E5,4.262E6,1.5361,1.1349,4.262E6,2,-0.0132,,
136,9.79E4,5.9988,237.11326,237.11363,5.9729,6.0339,237.11354,6.238E5,3.064E6,3.064E6,1,,DETECTED,9.79E4,5.9988,237.11326,237.11363,0.03,5.9729,6.0339,237.11354,6.238E5,3.064E6,1.3575,1.1787,3.064E6,1,-0.0121,,
137,8.583E4,5.9988,255.12405,255.12425,5.9729,6.0339,255.12415,5.284E5,2.715E6,2.715E6,1,,DETECTED,8.583E4,5.9988,255.12405,255.12425,0.0299,5.9729,6.0339,255.12415,5.284E5,2.715E6,1.2062,1.1787,2.715E6,1,-0.0035,,
138,5.963E5,5.9988,311.18683,311.18713,5.964,6.1149,311.18694,5.311E5,1.541E7,1.541E7,3,1,DETECTED,5.963E5,5.9988,311.18683,311.18713,0.0309,5.964,6.1149,311.18694,5.311E5,1.541E7,1.5935,1.5141,1.541E7,3,-0.022,1,2
139,8.653E4,5.9988,333.16888,333.16913,5.9729,6.0339,333.16902,5.473E5,2.759E6,2.759E6,1,,DETECTED,8.653E4,5.9988,333.16888,333.16913,0.0292,5.9729,6.0339,333.16902,5.473E5,2.759E6,1.268,1.1787,2.759E6,1,-0.0046,,
140,2.904E5,6.2662,170.05678,170.05695,6.2405,6.3274,170.05685,6.634E5,8.622E6,8.622E6,2,,DETECTED,2.904E5,6.2662,170.05678,170.05695,0.0292,6.2405,6.3274,170.05685,6.634E5,8.622E6,1.6492,1.7989,8.622E6,2,-0.013,,
141,2.771E6,6.2662,250.11897,250.12088,6.2227,6.6827,250.11967,5.805E5,6.534E7,6.534E7,9,1,DETECTED,2.771E6,6.2662,250.11897,250.12088,0.0305,6.2227,6.6827,250.11967,5.805E5,6.534E7,1.9341,1.8597,6.534E7,9,-0.0218,1,2
143,2.776E5,6.2918,256.22803,256.22864,6.1689,6.372,256.2282,5.477E5,2.105E6,2.105E6,4,,DETECTED,2.776E5,6.2918,256.22803,256.22864,0.1436,6.1689,6.372,256.2282,5.477E5,2.105E6,0.6529,0.8265,2.105E6,4,-0.0922,,
144,1.045E5,6.4433,306.25696,306.25818,6.4167,6.4782,306.25797,8.245E5,3.454E6,3.454E6,2,,DETECTED,1.045E5,6.4433,306.25696,306.25818,0.033,6.4167,6.4782,306.25797,8.245E5,3.454E6,1.3137,1.1569,3.454E6,2,-0.0116,,
145,7.191E5,6.4694,395.36387,395.36597,6.4345,6.5764,395.36567,8.196E5,1.817E7,1.817E7,3,1,DETECTED,7.191E5,6.4694,395.36387,395.36597,0.0318,6.4345,6.5764,395.36567,8.196E5,1.817E7,2.0185,2.1757,1.817E7,3,-0.0222,1,2
147,1.982E5,6.6383,149.06001,149.0611,6.6119,6.7096,149.06093,5.709E5,4.749E6,4.749E6,2,,DETECTED,1.982E5,6.6383,149.06001,149.0611,0.0384,6.6119,6.7096,149.06093,5.709E5,4.749E6,3.0476,1.8544,4.749E6,2,-0.0125,,
148,3.083E5,6.6383,337.10474,337.10699,6.6119,6.7186,337.10672,5.016E5,8.492E6,8.492E6,2,,DETECTED,3.083E5,6.6383,337.10474,337.10699,0.0312,6.6119,6.7186,337.10672,5.016E5,8.492E6,1.6503,2.0671,8.492E6,2,-0.0137,,
149,7.151E4,6.9769,325.2012,325.20132,6.9503,7.0122,325.20124,6.452E5,2.207E6,2.207E6,1,,DETECTED,7.151E4,6.9769,325.2012,325.20132,0.0315,6.9503,7.0122,325.20124,6.452E5,2.207E6,1.3326,1.1663,2.207E6,1,-0.005,,
150,1.438E5,6.9945,343.13159,343.13181,6.9238,7.0831,343.13172,5.008E5,1.159E6,1.159E6,4,,DETECTED,1.438E5,6.9945,343.13159,343.13181,0.1379,6.9238,7.0831,343.13172,5.008E5,1.159E6,1.2541,1.127,1.159E6,4,-0.0568,,
151,6.074E4,7.0476,304.30002,304.30011,7.0211,7.0831,304.30006,5.144E5,1.819E6,1.819E6,1,,DETECTED,6.074E4,7.0476,304.30002,304.30011,0.0324,7.0211,7.0831,304.30006,5.144E5,1.819E6,1.3415,1.1707,1.819E6,1,-0.0049,,
152,1.448E5,7.1631,267.17218,267.17233,7.1367,7.2067,267.17225,7.432E5,4.3E6,4.3E6,2,,DETECTED,1.448E5,7.1631,267.17218,267.17233,0.0321,7.1367,7.2067,267.17225,7.432E5,4.3E6,1.4898,1.3251,4.3E6,2,-0.0126,,
153,5.233E5,7.1979,297.05841,297.05875,7.1631,7.4352,297.05853,5.953E5,7.6E6,7.6E6,5,,DETECTED,5.233E5,7.1979,297.05841,297.05875,0.037,7.1631,7.4352,297.05853,5.953E5,7.6E6,5.6426,4.044,7.6E6,5,-0.0223,,
154,1.904E5,7.3123,235.16951,235.16963,7.2773,7.3741,235.16955,5.076E5,5.384E6,5.384E6,2,,DETECTED,1.904E5,7.3123,235.16951,235.16963,0.0298,7.2773,7.3741,235.16955,5.076E5,5.384E6,2.1212,1.617,5.384E6,2,-0.0125,,
155,8.199E4,7.3298,249.18515,249.18526,7.3035,7.3652,249.18521,6.703E5,2.514E6,2.514E6,1,,DETECTED,8.199E4,7.3298,249.18515,249.18526,0.0313,7.3035,7.3652,249.18521,6.703E5,2.514E6,1.3475,1.1738,2.514E6,1,-0.0049,,
156,4.202E5,7.4352,330.33667,330.33701,7.4004,7.5226,330.33676,5.916E5,1.076E7,1.076E7,2,1,DETECTED,4.202E5,7.4352,330.33667,330.33701,0.0324,7.4004,7.5226,330.33676,5.916E5,1.076E7,2.035,2.3004,1.076E7,2,-0.0198,1,2
158,4.281E5,7.5139,357.14716,357.14749,7.4701,7.7419,357.1473,5.194E5,2.751E6,2.751E6,6,,DETECTED,4.281E5,7.5139,357.14716,357.14749,0.1939,7.4701,7.7419,357.1473,5.194E5,2.751E6,5.6101,3.1052,2.751E6,6,-0.0299,,
159,5.734E4,7.5139,451.15643,451.15671,7.4789,7.5401,451.15655,5.966E5,1.316E6,1.316E6,1,,DETECTED,5.734E4,7.5139,451.15643,451.15671,0.0497,7.4789,7.5401,451.15655,5.966E5,1.316E6,0.7508,0.8754,1.316E6,1,-0.0048,,
160,2.242E5,7.5139,492.18289,492.18341,7.4789,7.689,492.18316,5.179E5,1.831E6,1.831E6,5,,DETECTED,2.242E5,7.5139,492.18289,492.18341,0.1372,7.4789,7.689,492.18316,5.179E5,1.831E6,5.014,3.007,1.831E6,5,-0.0113,,
161,7.233E4,7.6627,399.25073,399.25101,7.6363,7.6978,399.25086,5.296E5,2.385E6,2.385E6,1,,DETECTED,7.233E4,7.6627,399.25073,399.25101,0.0308,7.6363,7.6978,399.25086,5.296E5,2.385E6,1.3257,1.1629,2.385E6,1,-0.0049,,
162,4.151E5,7.7768,402.35745,402.35803,7.7507,7.8817,402.35767,5.321E5,1.052E7,1.052E7,2,1,DETECTED,4.151E5,7.7768,402.35745,402.35803,0.0326,7.7507,7.8817,402.35767,5.321E5,1.052E7,2.88,2.361,1.052E7,2,-0.0123,1,2
164,1.498E5,7.8029,357.14706,357.14737,7.7595,7.9164,357.14724,5.115E5,1.548E6,1.548E6,3,,DETECTED,1.498E5,7.8029,357.14706,357.14737,0.0964,7.7595,7.9164,357.14724,5.115E5,1.548E6,2.6165,1.8082,1.548E6,3,-0.0296,,
165,8.758E4,7.8904,284.33127,284.33139,7.8642,7.9424,284.33132,5.637E5,2.188E6,2.188E6,1,,DETECTED,8.758E4,7.8904,284.33127,284.33139,0.039,7.8642,7.9424,284.33132,5.637E5,2.188E6,1.9882,1.4941,2.188E6,1,-0.0037,,
166,9.529E4,7.9164,149.02362,149.02397,7.838,7.9512,149.02366,5.156E5,1.314E6,1.314E6,2,,DETECTED,9.529E4,7.9164,149.02362,149.02397,0.0603,7.838,7.9512,149.02366,5.156E5,1.314E6,0.4433,0.7216,1.314E6,2,-0.0571,,
167,1.378E5,7.9164,428.37366,428.37415,7.8904,7.9686,428.37387,5.163E5,3.873E6,3.873E6,2,,DETECTED,1.378E5,7.9164,428.37366,428.37415,0.0304,7.8904,7.9686,428.37387,5.163E5,3.873E6,1.7964,1.5013,3.873E6,2,-0.0135,,
168,9.081E5,7.9859,167.99875,167.99904,7.3652,8.5757,167.99888,5.232E5,1.044E6,1.044E6,19,,DETECTED,9.081E5,7.9859,167.99875,167.99904,1.1344,7.3652,8.5757,167.99888,5.232E5,1.044E6,0.9504,0.9752,1.044E6,19,-0.5183,,
169,1.656E5,7.9945,592.54126,592.54169,7.96,8.0466,592.54143,5.289E5,4.555E6,4.555E6,2,,DETECTED,1.656E5,7.9945,592.54126,592.54169,0.0321,7.96,8.0466,592.54143,5.289E5,4.555E6,1.7436,1.2563,4.555E6,2,-0.0197,,
170,2.084E5,8.09,326.3782,326.37848,8.064,8.1588,326.3783,5.584E5,6.061E6,6.061E6,2,,DETECTED,2.084E5,8.09,326.3782,326.37848,0.0303,8.064,8.1588,326.3783,5.584E5,6.061E6,2.8484,2.2499,6.061E6,2,-0.0135,,
171,3.299E5,8.1333,371.16275,371.16306,8.09,8.2703,371.16295,5.039E5,2.718E6,2.718E6,4,,DETECTED,3.299E5,8.1333,371.16275,371.16306,0.154,8.09,8.2703,371.16295,5.039E5,2.718E6,2.9438,2.0821,2.718E6,4,-0.0134,,
172,1.407E5,8.1419,465.17206,465.17261,8.1073,8.2703,465.17231,5.146E5,1.163E6,1.163E6,3,,DETECTED,1.407E5,8.1419,465.17206,465.17261,0.1474,8.1073,8.2703,465.17231,5.146E5,1.163E6,3.7076,2.3538,1.163E6,3,-0.0047,,
173,1.328E6,8.1673,358.36792,358.36835,8.116,8.5087,358.36808,5.605E5,2.501E7,2.501E7,8,1,DETECTED,1.328E6,8.1673,358.36792,358.36835,0.0358,8.116,8.5087,358.36808,5.605E5,2.501E7,1.7106,2.0621,2.501E7,8,-0.0289,1,2
175,1.72E5,8.1673,506.19867,506.19901,8.1073,8.2016,506.19889,9.513E5,2.423E6,2.423E6,2,,DETECTED,1.72E5,8.1673,506.19867,506.19901,0.0746,8.1073,8.2016,506.19889,9.513E5,2.423E6,0.5727,0.7864,2.423E6,2,-0.0462,,
176,1.028E5,8.2016,722.50531,722.50765,8.1505,8.2617,722.50562,5.901E5,1.427E6,1.427E6,2,,DETECTED,1.028E5,8.2016,722.50531,722.50765,0.0773,8.1505,8.2617,722.50562,5.901E5,1.427E6,1.1752,1.0876,1.427E6,2,-0.0293,,
177,5.394E4,8.2102,314.3418,314.34198,8.1844,8.2445,314.34189,5.462E5,1.545E6,1.545E6,1,,DETECTED,5.394E4,8.2102,314.3418,314.34198,0.0365,8.1844,8.2445,314.34189,5.462E5,1.545E6,1.3295,1.1648,1.545E6,1,-0.0047,,
178,1.439E5,8.2274,678.47937,678.48007,8.1588,8.3047,678.47951,5.118E5,1.801E6,1.801E6,3,,DETECTED,1.439E5,8.2274,678.47937,678.48007,0.078,8.1588,8.3047,678.47951,5.118E5,1.801E6,1.1279,1.0639,1.801E6,3,-0.0294,,
179,1.807E5,8.2445,634.45267,634.45392,8.1844,8.3649,634.45326,5.242E5,2.059E6,2.059E6,3,,DETECTED,1.807E5,8.2445,634.45267,634.45392,0.0838,8.1844,8.3649,634.45326,5.242E5,2.059E6,2.0019,1.501,2.059E6,3,-0.0367,,
180,1.953E5,8.2617,590.42601,590.427,8.2016,8.3991,590.42669,5.313E5,2E6,2E6,3,,DETECTED,1.953E5,8.2617,590.42601,590.427,0.0748,8.2016,8.3991,590.42669,5.313E5,2E6,2.2857,1.6428,2E6,3,-0.0368,,
181,1.545E5,8.2875,546.40033,546.40088,8.2274,8.3906,546.40061,5.033E5,1.874E6,1.874E6,3,,DETECTED,1.545E5,8.2875,546.40033,546.40088,0.0711,8.2274,8.3906,546.40061,5.033E5,1.874E6,1.7132,1.3566,1.874E6,3,-0.0294,,
