id,area,rt,mz_range:min,mz_range:max,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,fragment_scans,charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:feature_state,datafile:20250402_PMA_tp24_000028_01_01.mzML:area,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:fwhm,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:mz,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:min,datafile:20250402_PMA_tp24_000028_01_01.mzML:intensity_range:max,datafile:20250402_PMA_tp24_000028_01_01.mzML:asymmetry_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:tailing_factor,datafile:20250402_PMA_tp24_000028_01_01.mzML:height,datafile:20250402_PMA_tp24_000028_01_01.mzML:fragment_scans,datafile:20250402_PMA_tp24_000028_01_01.mzML:rt_ms2_apex_distance,datafile:20250402_PMA_tp24_000028_01_01.mzML:charge,datafile:20250402_PMA_tp24_000028_01_01.mzML:isotopes
91,7.619E4,0.4429,228.10771,228.10791,0.411,0.4746,228.10783,5.729E5,1.963E6,1.963E6,0,,DETECTED,7.619E4,0.4429,228.10771,228.10791,0.0384,0.411,0.4746,228.10783,5.729E5,1.963E6,0.9949,0.9975,1.963E6,,,,
92,1.786E5,0.4429,246.06087,246.06116,0.427,0.4986,246.06099,6.038E5,4.969E6,4.969E6,0,,DETECTED,1.786E5,0.4429,246.06087,246.06116,0.0359,0.427,0.4986,246.06099,6.038E5,4.969E6,3.2216,2.2525,4.969E6,,,,
93,2.218E5,0.4429,272.13382,272.13419,0.419,0.4906,272.13395,5.027E5,8.548E6,8.548E6,0,,DETECTED,2.218E5,0.4429,272.13382,272.13419,0.0239,0.419,0.4906,272.13395,5.027E5,8.548E6,2.1471,1.7617,8.548E6,,,,
94,3.363E5,0.4429,286.09213,286.09247,0.419,0.5067,286.0923,5.655E5,1.271E7,1.271E7,1,,DETECTED,3.363E5,0.4429,286.09213,286.09247,0.0214,0.419,0.5067,286.0923,5.655E5,1.271E7,2.5899,2.2704,1.271E7,1,0.0129,,
95,1.313E5,0.4429,357.24916,357.25015,0.419,0.4906,357.2499,5.462E5,3.198E6,3.198E6,0,,DETECTED,1.313E5,0.4429,357.24916,357.25015,0.043,0.419,0.4906,357.2499,5.462E5,3.198E6,1.7484,1.4982,3.198E6,,,,
96,2.858E5,0.4429,482.03098,482.03156,0.411,0.4666,482.03122,2.064E6,1.331E7,1.331E7,0,,DETECTED,2.858E5,0.4429,482.03098,482.03156,0.0177,0.411,0.4666,482.03122,2.064E6,1.331E7,1.0469,0.8726,1.331E7,,,,
97,9.598E5,0.4508,127.03903,127.03933,0.411,0.5307,127.03917,2.42E6,2.328E7,2.328E7,2,,DETECTED,9.598E5,0.4508,127.03903,127.03933,0.0277,0.411,0.5307,127.03917,2.42E6,2.328E7,3.4627,1.5038,2.328E7,2,-0.0018,,
98,6.354E5,0.4508,145.04951,145.04984,0.411,0.4826,145.04965,2.353E6,1.874E7,1.874E7,1,,DETECTED,6.354E5,0.4508,145.04951,145.04984,0.0275,0.411,0.4826,145.04965,2.353E6,1.874E7,0.9635,0.8998,1.874E7,1,0.0028,,
99,1.502E5,0.4508,163.05997,163.06049,0.411,0.4826,163.06008,5.341E5,4.632E6,4.632E6,0,,DETECTED,1.502E5,0.4508,163.05997,163.06049,0.027,0.411,0.4826,163.06008,5.341E5,4.632E6,0.9719,0.8998,4.632E6,,,,
100,7.304E4,0.4508,271.08084,271.08151,0.419,0.4746,271.08136,7.757E5,2.777E6,2.777E6,0,,DETECTED,7.304E4,0.4508,271.08084,271.08151,0.0234,0.419,0.4746,271.08136,7.757E5,2.777E6,0.7482,0.8741,2.777E6,,,,
101,1.633E5,0.4508,272.11277,272.11383,0.4349,0.5067,272.11298,5.053E5,6.678E6,6.678E6,0,,DETECTED,1.633E5,0.4508,272.11277,272.11383,0.02,0.4349,0.5067,272.11298,5.053E5,6.678E6,4.1635,2.5175,6.678E6,,,,
102,1.311E5,0.4508,289.09104,289.09207,0.419,0.4906,289.09181,5.25E5,4.595E6,4.595E6,0,,DETECTED,1.311E5,0.4508,289.09104,289.09207,0.0259,0.419,0.4906,289.09181,5.25E5,4.595E6,1.9472,1.1258,4.595E6,,,,
103,6.598E4,0.4508,307.09793,307.10129,0.427,0.4826,307.10054,6.446E5,2.16E6,2.16E6,0,,DETECTED,6.598E4,0.4508,307.09793,307.10129,0.0297,0.427,0.4826,307.10054,6.446E5,2.16E6,1.336,1.168,2.16E6,,,,
104,4.279E5,0.4508,325.11258,325.11331,0.411,0.4986,325.11292,7.253E5,1.34E7,1.34E7,1,1,DETECTED,4.279E5,0.4508,325.11258,325.11331,0.0425,0.411,0.4986,325.11292,7.253E5,1.34E7,0.9372,1.017,1.34E7,1,0.0039,1,2
106,2.486E5,0.4508,343.12341,343.12473,0.427,0.4986,343.12358,6.069E5,1.052E7,1.052E7,1,,DETECTED,2.486E5,0.4508,343.12341,343.12473,0.0211,0.427,0.4986,343.12358,6.069E5,1.052E7,1.9365,1.8442,1.052E7,1,0.0061,,
107,7.411E6,0.4508,360.14969,360.15033,0.411,0.6109,360.14981,5.455E5,2.515E8,2.515E8,3,1,DETECTED,7.411E6,0.4508,360.14969,360.15033,0.0255,0.411,0.6109,360.14981,5.455E5,2.515E8,2.4274,2.0357,2.515E8,3,-0.0097,1,3
110,1.653E7,0.4508,381.07874,381.07986,0.3792,0.5627,381.07901,5.199E5,5.922E8,5.922E8,3,1,DETECTED,1.653E7,0.4508,381.07874,381.07986,0.0248,0.3792,0.5627,381.07901,5.199E5,5.922E8,0.5913,1.1615,5.922E8,3,-0.044,1,2
112,1.302E6,0.4508,383.07684,383.07877,0.3871,0.5067,383.07782,5.708E5,4.864E7,4.864E7,0,1,DETECTED,1.302E6,0.4508,383.07684,383.07877,0.0234,0.3871,0.5067,383.07782,5.708E5,4.864E7,0.4677,1.1585,4.864E7,,,1,2
114,2.522E5,0.4508,543.13184,543.13251,0.411,0.4826,543.13213,1.004E6,1.008E7,1.008E7,1,,DETECTED,2.522E5,0.4508,543.13184,543.13251,0.0218,0.411,0.4826,543.13213,1.004E6,1.008E7,0.5823,0.823,1.008E7,1,0.0107,,
115,2.147E5,0.4587,123.0554,123.05558,0.4349,0.5067,123.05553,5.182E5,1.022E7,1.022E7,0,,DETECTED,2.147E5,0.4587,123.0554,123.05558,0.018,0.4349,0.5067,123.05553,5.182E5,1.022E7,1.7116,1.7464,1.022E7,,,,
116,1.198E5,0.4587,158.08107,158.08145,0.4429,0.4986,158.08135,6.537E5,5.431E6,5.431E6,0,,DETECTED,1.198E5,0.4587,158.08107,158.08145,0.0206,0.4429,0.4986,158.08135,6.537E5,5.431E6,4.0279,1.7608,5.431E6,,,,
117,6.87E5,0.4587,175.10774,175.10793,0.4429,0.5307,175.10787,6.86E5,2.926E7,2.926E7,1,,DETECTED,6.87E5,0.4587,175.10774,175.10793,0.0201,0.4429,0.5307,175.10787,6.86E5,2.926E7,3.76,2.0271,2.926E7,1,0.005,,
118,4.733E4,0.4587,228.05011,228.05037,0.427,0.4826,228.05025,5.038E5,1.332E6,1.332E6,0,,DETECTED,4.733E4,0.4587,228.05011,228.05037,0.0362,0.427,0.4826,228.05025,5.038E5,1.332E6,0.753,0.8765,1.332E6,,,,
119,3.831E5,0.4587,242.08688,242.08731,0.4349,0.6188,242.08708,5.865E5,5.196E6,5.196E6,0,,DETECTED,3.831E5,0.4587,242.08688,242.08731,0.0614,0.4349,0.6188,242.08708,5.865E5,5.196E6,9.0697,3.8692,5.196E6,,,,
120,4.059E5,0.4587,255.0974,255.09819,0.4429,0.5547,255.09769,5.341E5,1.853E7,1.853E7,1,,DETECTED,4.059E5,0.4587,255.0974,255.09819,0.0178,0.4429,0.5547,255.09769,5.341E5,1.853E7,1.5256,2.6783,1.853E7,1,0.0061,,
121,2.427E5,0.4587,261.03693,261.03848,0.419,0.5227,261.03717,5.93E5,6.849E6,6.849E6,0,,DETECTED,2.427E5,0.4587,261.03693,261.03848,0.0339,0.419,0.5227,261.03717,5.93E5,6.849E6,0.9841,1.3276,6.849E6,,,,
122,3.021E5,0.4587,263.0163,263.01672,0.427,0.5708,263.01644,6.137E5,5.509E6,5.509E6,0,,DETECTED,3.021E5,0.4587,263.0163,263.01672,0.0448,0.427,0.5708,263.01644,6.137E5,5.509E6,4.2263,2.2648,5.509E6,,,,
123,1.218E5,0.4587,274.10327,274.10431,0.4349,0.4906,274.10341,5.797E5,5.022E6,5.022E6,0,,DETECTED,1.218E5,0.4587,274.10327,274.10431,0.0212,0.4349,0.4906,274.10341,5.797E5,5.022E6,1.4892,1.1716,5.022E6,,,,
124,2.316E5,0.4587,275.99252,275.99295,0.4349,0.5227,275.99276,5.056E5,6.381E6,6.381E6,0,,DETECTED,2.316E5,0.4587,275.99252,275.99295,0.0309,0.4349,0.5227,275.99276,5.056E5,6.381E6,2.0859,1.862,6.381E6,,,,
125,1.434E5,0.4587,324.01346,324.0141,0.411,0.5227,324.01384,5.303E5,2.475E6,2.475E6,0,,DETECTED,1.434E5,0.4587,324.01346,324.0141,0.0592,0.411,0.5227,324.01384,5.303E5,2.475E6,1.3405,1.1702,2.475E6,,,,
126,2.022E5,0.4587,330.13925,330.13959,0.427,0.4986,330.13946,6.042E5,8.355E6,8.355E6,0,,DETECTED,2.022E5,0.4587,330.13925,330.13959,0.0204,0.427,0.4986,330.13946,6.042E5,8.355E6,1.3928,1.2306,8.355E6,,,,
127,1.86E5,0.4587,351.06874,351.06927,0.427,0.4906,351.06903,6.121E5,7.308E6,7.308E6,0,,DETECTED,1.86E5,0.4587,351.06874,351.06927,0.022,0.427,0.4906,351.06903,6.121E5,7.308E6,0.7247,0.9059,7.308E6,,,,
128,3.291E6,0.4587,365.10513,365.10577,0.419,0.6188,365.1053,5.206E5,9.75E7,9.75E7,2,1,DETECTED,3.291E6,0.4587,365.10513,365.10577,0.0249,0.419,0.6188,365.1053,5.206E5,9.75E7,1.7865,1.7483,9.75E7,2,-0.012,1,2
130,1.194E5,0.4587,369.02933,369.03015,0.427,0.5067,369.02969,5.208E5,3.501E6,3.501E6,0,,DETECTED,1.194E5,0.4587,369.02933,369.03015,0.0255,0.427,0.5067,369.02969,5.208E5,3.501E6,1.7219,1.2552,3.501E6,,,,
131,1.922E5,0.4587,387.03928,387.04019,0.419,0.5147,387.03957,5.977E5,5.327E6,5.327E6,0,,DETECTED,1.922E5,0.4587,387.03928,387.04019,0.028,0.419,0.5147,387.03957,5.977E5,5.327E6,1.4906,1.2038,5.327E6,,,,
132,6.942E4,0.4587,396.03445,396.03506,0.4349,0.4906,396.03465,6.281E5,2.259E6,2.259E6,0,,DETECTED,6.942E4,0.4587,396.03445,396.03506,0.029,0.4349,0.4906,396.03465,6.281E5,2.259E6,1.3431,1.1716,2.259E6,,,,
133,9.737E4,0.4587,522.20233,522.20288,0.427,0.4826,522.2026,6.423E5,3.443E6,3.443E6,0,,DETECTED,9.737E4,0.4587,522.20233,522.20288,0.0286,0.427,0.4826,522.2026,6.423E5,3.443E6,0.9198,0.8765,3.443E6,,,,
134,7.34E4,0.4587,645.16364,645.16486,0.419,0.4826,645.16423,5.22E5,2.464E6,2.464E6,0,,DETECTED,7.34E4,0.4587,645.16364,645.16486,0.0398,0.419,0.4826,645.16423,5.22E5,2.464E6,0.6013,0.8006,2.464E6,,,,
135,5.814E5,0.4666,124.03943,124.03967,0.419,0.5467,124.03954,8.11E5,1.892E7,1.892E7,1,,DETECTED,5.814E5,0.4666,124.03943,124.03967,0.0203,0.419,0.5467,124.03954,8.11E5,1.892E7,1.3784,2.0558,1.892E7,1,0.005,,
136,3.905E5,0.4666,130.08632,130.08653,0.4349,0.5467,130.08646,6.706E5,9.968E6,9.968E6,0,,DETECTED,3.905E5,0.4666,130.08632,130.08653,0.0362,0.4349,0.5467,130.08646,6.706E5,9.968E6,2.2758,1.6078,9.968E6,,,,
137,4.929E5,0.4666,144.10184,144.10216,0.4429,0.5627,144.10206,8.731E5,2.205E7,2.205E7,1,,DETECTED,4.929E5,0.4666,144.10184,144.10216,0.0167,0.4429,0.5627,144.10206,8.731E5,2.205E7,1.6167,3.0213,2.205E7,1,0.0039,,
138,5.472E5,0.4666,152.05588,152.05698,0.4429,0.6029,152.05664,6.284E5,1.592E7,1.592E7,2,,DETECTED,5.472E5,0.4666,152.05588,152.05698,0.0282,0.4429,0.6029,152.05664,6.284E5,1.592E7,2.177,2.1936,1.592E7,2,0.0096,,
139,1.515E5,0.4666,160.09633,160.09709,0.427,0.4986,160.09696,7.08E5,4.928E6,4.928E6,0,,DETECTED,1.515E5,0.4666,160.09633,160.09709,0.0307,0.427,0.4986,160.09696,7.08E5,4.928E6,0.8905,0.9033,4.928E6,,,,
140,5.735E4,0.4666,162.07613,162.07632,0.427,0.4906,162.07624,5.411E5,1.617E6,1.617E6,0,,DETECTED,5.735E4,0.4666,162.07613,162.07632,0.0328,0.427,0.4906,162.07624,5.411E5,1.617E6,0.6047,0.8023,1.617E6,,,,
141,1.176E5,0.4666,168.0656,168.06578,0.4349,0.5067,168.06571,5.479E5,4.777E6,4.777E6,0,,DETECTED,1.176E5,0.4666,168.0656,168.06578,0.0209,0.4349,0.5067,168.06571,5.479E5,4.777E6,1.1357,1.1313,4.777E6,,,,
142,9.336E4,0.4666,174.07619,174.07643,0.4508,0.5067,174.07632,6.12E5,4.084E6,4.084E6,0,,DETECTED,9.336E4,0.4666,174.07619,174.07643,0.0193,0.4508,0.5067,174.07632,6.12E5,4.084E6,2.4443,1.7623,4.084E6,,,,
143,2.686E5,0.4666,201.05226,201.05243,0.4508,0.5307,201.05236,6.709E5,1.193E7,1.193E7,0,,DETECTED,2.686E5,0.4666,201.05226,201.05243,0.0184,0.4508,0.5307,201.05236,6.709E5,1.193E7,2.0835,2.8323,1.193E7,,,,
144,1.246E5,0.4666,206.10166,206.10258,0.4508,0.5227,206.10247,5.578E5,5.378E6,5.378E6,0,,DETECTED,1.246E5,0.4666,206.10166,206.10258,0.0199,0.4508,0.5227,206.10247,5.578E5,5.378E6,2.6714,2.2678,5.378E6,,,,
145,2.651E5,0.4666,206.15193,206.15224,0.4429,0.4986,206.15207,7.851E5,1.181E7,1.181E7,0,,DETECTED,2.651E5,0.4666,206.15193,206.15224,0.0205,0.4429,0.4986,206.15207,7.851E5,1.181E7,0.8993,1.0318,1.181E7,,,,
146,6.731E5,0.4666,256.08157,256.08252,0.4508,0.5467,256.08169,5.275E5,3.326E7,3.326E7,1,,DETECTED,6.731E5,0.4666,256.08157,256.08252,0.0176,0.4508,0.5467,256.08169,5.275E5,3.326E7,1.5192,1.4966,3.326E7,1,0.0016,,
147,1.592E5,0.4666,321.1156,321.11603,0.4508,0.5227,321.11572,5.255E5,6.104E6,6.104E6,0,,DETECTED,1.592E5,0.4666,321.1156,321.11603,0.0215,0.4508,0.5227,321.11572,5.255E5,6.104E6,2.6949,2.4778,6.104E6,,,,
148,3.894E5,0.4666,332.13367,332.13425,0.4508,0.5227,332.13378,5.325E5,1.837E7,1.837E7,1,,DETECTED,3.894E5,0.4666,332.13367,332.13425,0.0186,0.4508,0.5227,332.13378,5.325E5,1.837E7,1.5601,1.5193,1.837E7,1,0.0061,,
149,2.223E5,0.4666,340.12366,340.12405,0.4508,0.5547,340.12391,5.187E5,7.984E6,7.984E6,0,,DETECTED,2.223E5,0.4666,340.12366,340.12405,0.0192,0.4508,0.5547,340.12391,5.187E5,7.984E6,6.559,3.1451,7.984E6,,,,
150,8.464E4,0.4666,463.06781,463.07156,0.427,0.4906,463.0706,5.685E5,2.282E6,2.282E6,0,,DETECTED,8.464E4,0.4666,463.06781,463.07156,0.0472,0.427,0.4906,463.0706,5.685E5,2.282E6,0.6047,0.8023,2.282E6,,,,
151,5.711E5,0.4746,166.08629,166.08658,0.419,0.5788,166.08644,6.778E5,1.309E7,1.309E7,1,,DETECTED,5.711E5,0.4746,166.08629,166.08658,0.0294,0.419,0.5788,166.08644,6.778E5,1.309E7,2.7412,1.462,1.309E7,1,0.0177,,
152,4.293E4,0.4746,172.98477,172.98494,0.4508,0.5067,172.98488,5.353E5,1.238E6,1.238E6,0,,DETECTED,4.293E4,0.4746,172.98477,172.98494,0.0391,0.4508,0.5067,172.98488,5.353E5,1.238E6,1.3459,1.1729,1.238E6,,,,
153,2.821E5,0.4746,189.0394,189.03958,0.4429,0.6428,189.03949,6.329E5,2.4E6,2.4E6,0,,DETECTED,2.821E5,0.4746,189.0394,189.03958,0.0926,0.4429,0.6428,189.03949,6.329E5,2.4E6,5.3006,3.1503,2.4E6,,,,
154,2.127E5,0.4746,254.12349,254.12369,0.4508,0.5708,254.12356,5.815E5,4.783E6,4.783E6,0,,DETECTED,2.127E5,0.4746,254.12349,254.12369,0.0306,0.4508,0.5708,254.12356,5.815E5,4.783E6,5.6309,2.5186,4.783E6,,,,
155,1.703E5,0.4746,275.05273,275.05331,0.4587,0.5467,275.05287,6.102E5,4.832E6,4.832E6,0,,DETECTED,1.703E5,0.4746,275.05273,275.05331,0.029,0.4587,0.5467,275.05287,6.102E5,4.832E6,3.7121,2.7675,4.832E6,,,,
156,9.131E4,0.4826,132.10196,132.10219,0.4429,0.5227,132.10212,5.37E5,2.731E6,2.731E6,0,,DETECTED,9.131E4,0.4826,132.10196,132.10219,0.0266,0.4429,0.5227,132.10212,5.37E5,2.731E6,0.9252,1.0042,2.731E6,,,,
157,2.404E5,0.4826,229.15479,229.155,0.4587,0.5708,229.15488,7.1E5,5.889E6,5.889E6,0,,DETECTED,2.404E5,0.4826,229.15479,229.155,0.0342,0.4587,0.5708,229.15488,7.1E5,5.889E6,3.7352,2.3437,5.889E6,,,,
158,1.198E5,0.4826,328.97559,328.97845,0.4587,0.5788,328.97717,5.01E5,1.581E6,1.581E6,0,,DETECTED,1.198E5,0.4826,328.97559,328.97845,0.0908,0.4587,0.5788,328.97717,5.01E5,1.581E6,4.024,2.512,1.581E6,,,,
159,1.661E5,0.4906,194.96667,194.96707,0.4508,0.5869,194.96682,6.158E5,2.124E6,2.124E6,0,,DETECTED,1.661E5,0.4906,194.96667,194.96707,0.0806,0.4508,0.5869,194.96682,6.158E5,2.124E6,2.4164,1.7082,2.124E6,,,,
160,2.695E5,0.4906,259.07892,259.08194,0.4349,0.5708,259.07933,7.598E5,3.861E6,3.861E6,0,,DETECTED,2.695E5,0.4906,259.07892,259.08194,0.1524,0.4349,0.5708,259.07933,7.598E5,3.861E6,1.4919,1.2195,3.861E6,,,,
161,1.111E5,0.4906,282.15463,282.155,0.4587,0.5708,282.15482,7.22E5,1.725E6,1.725E6,0,,DETECTED,1.111E5,0.4906,282.15463,282.155,0.0559,0.4587,0.5708,282.15482,7.22E5,1.725E6,2.5104,1.7552,1.725E6,,,,
162,1.07E6,0.4906,291.01953,291.01974,0.4508,0.5949,291.01967,5.872E5,1.382E7,1.382E7,3,,DETECTED,1.07E6,0.4906,291.01953,291.01974,0.0853,0.4508,0.5949,291.01967,5.872E5,1.382E7,2.6228,1.6928,1.382E7,3,-0.0099,,
163,1.733E5,0.4906,350.92221,350.92285,0.4587,0.5788,350.9227,5.181E5,2.243E6,2.243E6,0,,DETECTED,1.733E5,0.4906,350.92221,350.92285,0.0797,0.4587,0.5788,350.9227,5.181E5,2.243E6,2.7625,1.8812,2.243E6,,,,
164,1.089E5,0.5067,226.00345,226.00383,0.4587,0.5869,226.00372,5.745E5,1.144E6,1.144E6,0,,DETECTED,1.089E5,0.5067,226.00345,226.00383,0.1142,0.4587,0.5869,226.00372,5.745E5,1.144E6,1.6736,1.3368,1.144E6,,,,
165,1.947E5,0.5147,157.01031,157.01102,0.4587,0.5788,157.01068,5.138E5,2.429E6,2.429E6,0,,DETECTED,1.947E5,0.5147,157.01031,157.01102,0.0805,0.4587,0.5788,157.01068,5.138E5,2.429E6,1.1459,1.0729,2.429E6,,,,
166,1.795E5,0.5147,182.02907,182.02942,0.4666,0.5949,182.02923,5.141E5,2.905E6,2.905E6,0,,DETECTED,1.795E5,0.5147,182.02907,182.02942,0.0575,0.4666,0.5949,182.02923,5.141E5,2.905E6,1.6483,1.3353,2.905E6,,,,
167,4.117E5,0.5147,229.97469,229.97491,0.4508,0.6029,229.9748,8.84E5,4.579E6,4.579E6,2,,DETECTED,4.117E5,0.5147,229.97469,229.97491,0.1127,0.4508,0.6029,229.9748,8.84E5,4.579E6,1.378,1.1906,4.579E6,2,-0.003,,
168,1.233E5,0.5147,241.15451,241.15474,0.4826,0.5869,241.15466,5.037E5,1.758E6,1.758E6,0,,DETECTED,1.233E5,0.5147,241.15451,241.15474,0.0933,0.4826,0.5869,241.15466,5.037E5,1.758E6,2.2529,1.6265,1.758E6,,,,
169,3.979E5,0.5147,247.04243,247.04271,0.4508,0.6109,247.04258,5.436E5,4.515E6,4.515E6,1,,DETECTED,3.979E5,0.5147,247.04243,247.04271,0.094,0.4508,0.6109,247.04258,5.436E5,4.515E6,1.4211,1.2529,4.515E6,1,-0.0041,,
170,1.547E5,0.5147,261.05853,261.06024,0.4587,0.5788,261.05946,5.671E5,1.928E6,1.928E6,0,,DETECTED,1.547E5,0.5147,261.05853,261.06024,0.3497,0.4587,0.5788,261.05946,5.671E5,1.928E6,1.1459,1.0729,1.928E6,,,,
171,4.344E5,0.5147,268.97708,268.97733,0.4587,0.5869,268.97718,9.521E5,5.751E6,5.751E6,2,,DETECTED,4.344E5,0.5147,268.97708,268.97733,0.678,0.4587,0.5869,268.97718,9.521E5,5.751E6,1.2351,1.1453,5.751E6,2,-0.0099,,
172,4.571E6,0.5147,277.06836,277.06857,0.4587,0.5869,277.06849,4.414E6,5.341E7,5.341E7,3,1,DETECTED,4.571E6,0.5147,277.06836,277.06857,0.0912,0.4587,0.5869,277.06849,4.414E6,5.341E7,1.5197,1.2372,5.341E7,3,-0.0362,1,2
173,9.563E5,0.5147,277.97183,277.97205,0.4508,0.5949,277.97196,7.202E5,1.153E7,1.153E7,2,,DETECTED,9.563E5,0.5147,277.97183,277.97205,0.0862,0.4508,0.5949,277.97196,7.202E5,1.153E7,1.1642,1.0798,1.153E7,2,-0.0179,,
175,2.942E5,0.5147,279.06528,279.06598,0.4666,0.5869,279.0658,1.014E6,3.531E6,3.531E6,0,,DETECTED,2.942E5,0.5147,279.06528,279.06598,0.0909,0.4666,0.5869,279.0658,1.014E6,3.531E6,1.5037,1.2518,3.531E6,,,,
176,1.086E6,0.5147,306.9971,306.99753,0.4508,0.6029,306.99726,5.453E5,1.277E7,1.277E7,2,1,DETECTED,1.086E6,0.5147,306.9971,306.99753,0.093,0.4508,0.6029,306.99726,5.453E5,1.277E7,1.2398,1.1146,1.277E7,2,-0.0213,1,2
178,1.955E5,0.5147,310.97128,310.97276,0.4587,0.5788,310.97163,6.941E5,2.504E6,2.504E6,0,,DETECTED,1.955E5,0.5147,310.97128,310.97276,0.0932,0.4587,0.5788,310.97163,6.941E5,2.504E6,1.1459,1.0729,2.504E6,,,,
179,1.797E5,0.5147,311.9696,311.97064,0.4587,0.5788,311.97027,6.483E5,2.263E6,2.263E6,0,,DETECTED,1.797E5,0.5147,311.9696,311.97064,0.0936,0.4587,0.5788,311.97027,6.483E5,2.263E6,1.1459,1.0729,2.263E6,,,,
180,1.905E6,0.5147,312.96667,312.96695,0.4508,0.6029,312.96684,7.633E5,2.378E7,2.378E7,3,1,DETECTED,1.905E6,0.5147,312.96667,312.96695,0.0965,0.4508,0.6029,312.96684,7.633E5,2.378E7,1.2837,1.1842,2.378E7,3,-0.0259,1,2
182,1.418E5,0.5147,319.96649,319.96686,0.4587,0.5708,319.96663,5.631E5,1.828E6,1.828E6,0,,DETECTED,1.418E5,0.5147,319.96649,319.96686,0.0947,0.4587,0.5708,319.96663,5.631E5,1.828E6,1.0021,1.0011,1.828E6,,,,
183,2.389E6,0.5147,321.96158,321.96179,0.4508,0.6029,321.96171,6.817E5,2.746E7,2.746E7,3,,DETECTED,2.389E6,0.5147,321.96158,321.96179,0.1191,0.4508,0.6029,321.96171,6.817E5,2.746E7,1.2023,1.0769,2.746E7,3,-0.0373,,
184,5.605E5,0.5147,322.96783,322.97,0.4508,0.5949,322.96889,5.333E5,6.767E6,6.767E6,0,,DETECTED,5.605E5,0.5147,322.96783,322.97,0.0966,0.4508,0.5949,322.96889,5.333E5,6.767E6,1.2529,1.1571,6.767E6,,,,
185,2.456E5,0.5147,324.9697,324.97009,0.4587,0.5788,324.96991,8.008E5,3.113E6,3.113E6,0,,DETECTED,2.456E5,0.5147,324.9697,324.97009,0.091,0.4587,0.5788,324.96991,8.008E5,3.113E6,1.1459,1.0729,3.113E6,,,,
186,1.748E5,0.5147,334.94858,334.94901,0.4746,0.5869,334.94881,7.514E5,2.248E6,2.248E6,0,,DETECTED,1.748E5,0.5147,334.94858,334.94901,0.0834,0.4746,0.5869,334.94881,7.514E5,2.248E6,1.8025,1.4013,2.248E6,,,,
187,9.592E4,0.5147,344.95193,344.95279,0.4746,0.5788,344.95229,5.391E5,1.34E6,1.34E6,0,,DETECTED,9.592E4,0.5147,344.95193,344.95279,0.0846,0.4746,0.5788,344.95229,5.391E5,1.34E6,1.6004,1.3002,1.34E6,,,,
188,2.405E5,0.5147,344.99255,344.99316,0.4587,0.5788,344.99306,7.074E5,3.028E6,3.028E6,0,,DETECTED,2.405E5,0.5147,344.99255,344.99316,0.0892,0.4587,0.5788,344.99306,7.074E5,3.028E6,1.1459,1.0729,3.028E6,,,,
189,7.331E4,0.5387,168.96114,168.96133,0.4826,0.5788,168.96125,5.271E5,1.324E6,1.324E6,0,,DETECTED,7.331E4,0.5387,168.96114,168.96133,0.0564,0.4826,0.5788,168.96125,5.271E5,1.324E6,0.7154,0.8577,1.324E6,,,,
190,1.604E5,0.5387,178.99145,178.99294,0.4746,0.5949,178.99287,8.275E5,1.939E6,1.939E6,0,,DETECTED,1.604E5,0.5387,178.99145,178.99294,0.1008,0.4746,0.5949,178.99287,8.275E5,1.939E6,0.8776,0.9388,1.939E6,,,,
191,5.752E5,0.5387,210.06082,210.06099,0.4508,0.6029,210.06091,2.258E6,5.295E6,5.295E6,2,,DETECTED,5.752E5,0.5387,210.06082,210.06099,0.1158,0.4508,0.6029,210.06091,2.258E6,5.295E6,0.7307,0.8654,5.295E6,2,-0.019,,
192,2.26E5,0.5387,293.00616,293.00842,0.4587,0.5788,293.00802,6.658E5,2.776E6,2.776E6,0,,DETECTED,2.26E5,0.5387,293.00616,293.00842,0.0892,0.4587,0.5788,293.00802,6.658E5,2.776E6,0.5016,0.7508,2.776E6,,,,
193,1.581E5,0.5387,441.01724,441.01901,0.4587,0.5708,441.01867,5.304E5,1.998E6,1.998E6,0,,DETECTED,1.581E5,0.5387,441.01724,441.01901,0.0888,0.4587,0.5708,441.01867,5.304E5,1.998E6,0.401,0.7005,1.998E6,,,,
194,5.301E5,0.5387,446.9881,446.98892,0.4587,0.5788,446.98868,1.009E6,6.8E6,6.8E6,2,,DETECTED,5.301E5,0.5387,446.9881,446.98892,0.1029,0.4587,0.5788,446.98868,1.009E6,6.8E6,0.431,0.7508,6.8E6,2,-0.0362,,
195,8.812E4,0.5467,270.15463,270.15491,0.4826,0.5949,270.15475,5.03E5,1.137E6,1.137E6,0,,DETECTED,8.812E4,0.5467,270.15463,270.15491,0.0974,0.4826,0.5949,270.15475,5.03E5,1.137E6,0.7531,0.8765,1.137E6,,,,
